date,monthly_sales,lag_1,lag_2,lag_7,lag_14,lag_30,roll_7,roll_30,volatility
2017-03-08,986001195251.6129,986132049445.1613,986262903638.7097,986917174606.4517,987890502857.1428,990137100342.8572,986393757832.2579,987972178807.742,282677365.89096063
2017-03-09,985870341058.0646,986001195251.6129,986132049445.1613,986786320412.9032,987750090514.2858,989996688000.0,986262903638.7097,987834633909.6775,282677365.89096063
2017-03-10,985739486864.5161,985870341058.0646,986001195251.6129,986655466219.3549,987609678171.4286,989856275657.1428,986132049445.1613,987697407616.5898,282677365.8909913
2017-03-11,985608632670.9678,985739486864.5161,985870341058.0646,986524612025.8064,987469265828.5714,989715863314.2858,986001195251.6129,987560499928.4791,282677365.8910525
2017-03-12,985477778477.4193,985608632670.9678,985739486864.5161,986393757832.258,987328853485.7142,989575450971.4286,985870341058.0645,987423910845.3457,282677365.8911443
2017-03-13,985346924283.871,985477778477.4193,985608632670.9678,986262903638.7097,987188441142.8572,989435038628.5714,985739486864.5162,987287640367.189,282677365.89123607
2017-03-14,985216070090.3226,985346924283.871,985477778477.4193,986132049445.1613,987048028800.0,989294626285.7142,985608632670.9677,987151688494.0092,282677365.8913585
2017-03-15,985085215896.7742,985216070090.3226,985346924283.871,986001195251.6129,986917174606.4517,989154213942.8572,985477778477.4193,987016055225.8065,282677365.8914951
2017-03-16,984954361703.2258,985085215896.7742,985216070090.3226,985870341058.0646,986786320412.9032,989013801600.0,985346924283.8711,986880740562.5806,282677365.8915869
2017-03-17,984823507509.6774,984954361703.2258,985085215896.7742,985739486864.5161,986655466219.3549,988873389257.1428,985216070090.3225,986745744504.3318,282677365.89172345
2017-03-18,984692653316.129,984823507509.6774,984954361703.2258,985608632670.9678,986524612025.8064,988732976914.2858,985085215896.7742,986611067051.0599,282677365.8918153
2017-03-19,984561799122.5807,984692653316.129,984823507509.6774,985477778477.4193,986393757832.258,988592564571.4286,984954361703.2258,986476708202.765,282677365.89193773
2017-03-20,984430944929.0322,984561799122.5807,984692653316.129,985346924283.871,986262903638.7097,988452152228.5714,984823507509.6775,986342667959.447,282677365.8920743
2017-03-21,984300090735.4839,984430944929.0322,984561799122.5807,985216070090.3226,986132049445.1613,988311739885.7142,984692653316.129,986208946321.106,282677365.8921661
2017-03-22,984169236541.9354,984300090735.4839,984430944929.0322,985085215896.7742,986001195251.6129,988171327542.8572,984561799122.5807,986075543287.742,282677365.89230263
2017-03-23,984038382348.3871,984169236541.9354,984300090735.4839,984954361703.2258,985870341058.0646,988030915200.0,984430944929.0322,985942458859.3549,282677365.8923945
2017-03-24,983907528154.8387,984038382348.3871,984169236541.9354,984823507509.6774,985739486864.5161,987890502857.1428,984300090735.4838,985809693035.9447,282677365.8925169
2017-03-25,983776673961.2903,983907528154.8387,984038382348.3871,984692653316.129,985608632670.9678,987750090514.2858,984169236541.9355,985677245817.5115,282677365.89265347
2017-03-26,983645819767.742,983776673961.2903,983907528154.8387,984561799122.5807,985477778477.4193,987609678171.4286,984038382348.387,985545117204.0553,282677365.89274526
2017-03-27,983514965574.1936,983645819767.742,983776673961.2903,984430944929.0322,985346924283.871,987469265828.5714,983907528154.8387,985413307195.576,282677365.8928677
2017-03-28,983384111380.6451,983514965574.1936,983645819767.742,984300090735.4839,985216070090.3226,987328853485.7142,983776673961.2903,985281815792.0737,282677365.89300424
2017-03-29,983253257187.0968,983384111380.6451,983514965574.1936,984169236541.9354,985085215896.7742,987188441142.8572,983645819767.742,985150642993.5485,282677365.89312667
2017-03-30,983122402993.5483,983253257187.0968,983384111380.6451,984038382348.3871,984954361703.2258,987048028800.0,983514965574.1935,985019788800.0,282677365.8932633
2017-03-31,982991548800.0,983122402993.5483,983253257187.0968,983907528154.8387,984823507509.6774,986917174606.4517,983384111380.6451,984888934606.4515,282677365.8933551
2017-04-01,982856802240.0,982991548800.0,983122402993.5483,983776673961.2903,984692653316.129,986786320412.9032,983252701134.7465,984757950667.3549,283580658.75691766
2017-04-02,982722055680.0,982856802240.0,982991548800.0,983645819767.742,984561799122.5807,986655466219.3549,983120734836.4978,984626836982.7096,285086113.31980765
2017-04-03,982587309120.0,982722055680.0,982856802240.0,983514965574.1936,984430944929.0322,986524612025.8064,982988212485.8986,984495593552.5161,286889775.19411695
2017-04-04,982452562560.0,982587309120.0,982722055680.0,983384111380.6451,984300090735.4839,986393757832.258,982855134082.9493,984364220376.7742,288689665.4421536
2017-04-05,982317816000.0,982452562560.0,982587309120.0,983253257187.0968,984169236541.9354,986262903638.7097,982721499627.6498,984232717455.4839,290187261.46647674
2017-04-06,982183069440.0,982317816000.0,982452562560.0,983122402993.5483,984038382348.3871,986132049445.1613,982587309120.0,984101084788.6451,291085838.4523745
2017-04-07,982048322880.0,982183069440.0,982317816000.0,982991548800.0,983907528154.8387,986001195251.6129,982452562560.0,983969322376.258,291085838.4523745
2017-04-08,981913576320.0,982048322880.0,982183069440.0,982856802240.0,983776673961.2903,985870341058.0646,982317816000.0,983837430218.3225,291085838.4523745
2017-04-09,981778829760.0,981913576320.0,982048322880.0,982722055680.0,983645819767.742,985739486864.5161,982183069440.0,983705408314.8386,291085838.4523745
2017-04-10,981644083200.0,981778829760.0,981913576320.0,982587309120.0,983514965574.1936,985608632670.9678,982048322880.0,983573256665.8065,291085838.4523745
2017-04-11,981509336640.0,981644083200.0,981778829760.0,982452562560.0,983384111380.6451,985477778477.4193,981913576320.0,983440975271.2258,291085838.4523745
2017-04-12,981374590080.0,981509336640.0,981644083200.0,982317816000.0,983253257187.0968,985346924283.871,981778829760.0,983308564131.0968,291085838.4523745
2017-04-13,981239843520.0,981374590080.0,981509336640.0,982183069440.0,983122402993.5483,985216070090.3226,981644083200.0,983176023245.4194,291085838.4523745
2017-04-14,981105096960.0,981239843520.0,981374590080.0,982048322880.0,982991548800.0,985085215896.7742,981509336640.0,983043352614.1935,291085838.4523745
2017-04-15,980970350400.0,981105096960.0,981239843520.0,981913576320.0,982856802240.0,984954361703.2258,981374590080.0,982910552237.4194,291085838.4523745
2017-04-16,980835603840.0,980970350400.0,981105096960.0,981778829760.0,982722055680.0,984823507509.6774,981239843520.0,982777622115.0968,291085838.4523745
2017-04-17,980700857280.0,980835603840.0,980970350400.0,981644083200.0,982587309120.0,984692653316.129,981105096960.0,982644562247.2258,291085838.4523745
2017-04-18,980566110720.0,980700857280.0,980835603840.0,981509336640.0,982452562560.0,984561799122.5807,980970350400.0,982511372633.8065,291085838.4523745
2017-04-19,980431364160.0,980566110720.0,980700857280.0,981374590080.0,982317816000.0,984430944929.0322,980835603840.0,982378053274.8386,291085838.4523745
2017-04-20,980296617600.0,980431364160.0,980566110720.0,981239843520.0,982183069440.0,984300090735.4839,980700857280.0,982244604170.3225,291085838.4523745
2017-04-21,980161871040.0,980296617600.0,980431364160.0,981105096960.0,982048322880.0,984169236541.9354,980566110720.0,982111025320.258,291085838.4523745
2017-04-22,980027124480.0,980161871040.0,980296617600.0,980970350400.0,981913576320.0,984038382348.3871,980431364160.0,981977316724.6451,291085838.4523745
2017-04-23,979892377920.0,980027124480.0,980161871040.0,980835603840.0,981778829760.0,983907528154.8387,980296617600.0,981843478383.4839,291085838.4523745
2017-04-24,979757631360.0,979892377920.0,980027124480.0,980700857280.0,981644083200.0,983776673961.2903,980161871040.0,981709510296.7742,291085838.4523745
2017-04-25,979622884800.0,979757631360.0,979892377920.0,980566110720.0,981509336640.0,983645819767.742,980027124480.0,981575412464.5161,291085838.4523745
2017-04-26,979488138240.0,979622884800.0,979757631360.0,980431364160.0,981374590080.0,983514965574.1936,979892377920.0,981441184886.7096,291085838.4523745
2017-04-27,979353391680.0,979488138240.0,979622884800.0,980296617600.0,981239843520.0,983384111380.6451,979757631360.0,981306827563.3549,291085838.4523745
2017-04-28,979218645120.0,979353391680.0,979488138240.0,980161871040.0,981105096960.0,983253257187.0968,979622884800.0,981172340494.4515,291085838.4523745
2017-04-29,979083898560.0,979218645120.0,979353391680.0,980027124480.0,980970350400.0,983122402993.5483,979488138240.0,981037723680.0,291085838.4523745
2017-04-30,978949152000.0,979083898560.0,979218645120.0,979892377920.0,980835603840.0,982991548800.0,979353391680.0,980902977120.0,291085838.4523745
2017-05-01,978820524696.7742,978949152000.0,979083898560.0,979757631360.0,980700857280.0,982856802240.0,979219519299.5392,980768434535.2258,289675276.6055709
2017-05-02,978691897393.5483,978820524696.7742,978949152000.0,979622884800.0,980566110720.0,982722055680.0,979086521098.6174,980634095925.6775,287324466.3673496
2017-05-03,978563270090.3226,978691897393.5483,978820524696.7742,979488138240.0,980431364160.0,982587309120.0,978954397077.2351,980499961291.3549,284496656.1271719
2017-05-04,978434642787.0968,978563270090.3226,978691897393.5483,979353391680.0,980296617600.0,982452562560.0,978823147235.3917,980366030632.258,281659447.5247465
2017-05-05,978306015483.871,978434642787.0968,978563270090.3226,979218645120.0,980161871040.0,982317816000.0,978692771573.0876,980232303948.3871,279289051.20339125
2017-05-06,978177388180.6451,978306015483.871,978434642787.0968,979083898560.0,980027124480.0,982183069440.0,978563270090.3225,980098781239.742,277866732.97912717
2017-05-07,978048760877.4193,978177388180.6451,978306015483.871,978949152000.0,979892377920.0,982048322880.0,978434642787.0968,979965462506.3225,277866732.97928023
2017-05-08,977920133574.1936,978048760877.4193,978177388180.6451,978820524696.7742,979757631360.0,981913576320.0,978306015483.871,979832347748.129,277866732.9794026
2017-05-09,977791506270.9678,977920133574.1936,978048760877.4193,978691897393.5483,979622884800.0,981778829760.0,978177388180.6453,979699436965.1614,277866732.9795251
2017-05-10,977662878967.742,977791506270.9678,977920133574.1936,978563270090.3226,979488138240.0,981644083200.0,978048760877.4193,979566730157.4194,277866732.9796169
2017-05-11,977534251664.5161,977662878967.742,977791506270.9678,978434642787.0968,979353391680.0,981509336640.0,977920133574.1935,979434227324.9032,277866732.97970873
2017-05-12,977405624361.2903,977534251664.5161,977662878967.742,978306015483.871,979218645120.0,981374590080.0,977791506270.9677,979301928467.6129,277866732.9798005
2017-05-13,977276997058.0646,977405624361.2903,977534251664.5161,978177388180.6451,979083898560.0,981239843520.0,977662878967.742,979169833585.5485,277866732.9798618
2017-05-14,977148369754.8387,977276997058.0646,977405624361.2903,978048760877.4193,978949152000.0,981105096960.0,977534251664.516,979037942678.7096,277866732.979923
2017-05-15,977019742451.6129,977148369754.8387,977276997058.0646,977920133574.1936,978820524696.7742,980970350400.0,977405624361.2903,978906255747.0968,277866732.97995365
2017-05-16,976891115148.3871,977019742451.6129,977148369754.8387,977791506270.9678,978691897393.5483,980835603840.0,977276997058.0645,978774772790.7096,277866732.9799843
2017-05-17,976762487845.1613,976891115148.3871,977019742451.6129,977662878967.742,978563270090.3226,980700857280.0,977148369754.8387,978643493809.5485,277866732.9800149
2017-05-18,976633860541.9354,976762487845.1613,976891115148.3871,977534251664.5161,978434642787.0968,980566110720.0,977019742451.6129,978512418803.6129,277866732.9800455
2017-05-19,976505233238.7097,976633860541.9354,976762487845.1613,977405624361.2903,978306015483.871,980431364160.0,976891115148.3871,978381547772.9032,277866732.9800455
2017-05-20,976376605935.4839,976505233238.7097,976633860541.9354,977276997058.0646,978177388180.6451,980296617600.0,976762487845.1613,978250880717.4194,277866732.9800149
2017-05-21,976247978632.258,976376605935.4839,976505233238.7097,977148369754.8387,978048760877.4193,980161871040.0,976633860541.9355,978120417637.1614,277866732.9799843
2017-05-22,976119351329.0322,976247978632.258,976376605935.4839,977019742451.6129,977920133574.1936,980027124480.0,976505233238.7097,977990158532.129,277866732.97995365
2017-05-23,975990724025.8064,976119351329.0322,976247978632.258,976891115148.3871,977791506270.9678,979892377920.0,976376605935.484,977860103402.3225,277866732.979923
2017-05-24,975862096722.5807,975990724025.8064,976119351329.0322,976762487845.1613,977662878967.742,979757631360.0,976247978632.258,977730252247.742,277866732.9798618
2017-05-25,975733469419.3549,975862096722.5807,975990724025.8064,976633860541.9354,977534251664.5161,979622884800.0,976119351329.0323,977600605068.3871,277866732.9798005
2017-05-26,975604842116.129,975733469419.3549,975862096722.5807,976505233238.7097,977405624361.2903,979488138240.0,975990724025.8065,977471161864.258,277866732.97970873
2017-05-27,975476214812.9032,975604842116.129,975733469419.3549,976376605935.4839,977276997058.0646,979353391680.0,975862096722.5807,977341922635.3549,277866732.9796169
2017-05-28,975347587509.6774,975476214812.9032,975604842116.129,976247978632.258,977148369754.8387,979218645120.0,975733469419.3547,977212887381.6775,277866732.9795251
2017-05-29,975218960206.4517,975347587509.6774,975476214812.9032,976119351329.0322,977019742451.6129,979083898560.0,975604842116.129,977084056103.2258,277866732.9794026
2017-05-30,975090332903.2258,975218960206.4517,975347587509.6774,975990724025.8064,976891115148.3871,978949152000.0,975476214812.9032,976955428800.0,277866732.97928023
2017-05-31,974961705600.0,975090332903.2258,975218960206.4517,975862096722.5807,976762487845.1613,978820524696.7742,975347587509.6775,976826801496.7742,277866732.97912717
2017-06-01,974825326080.0,974961705600.0,975090332903.2258,975733469419.3549,976633860541.9354,978691897393.5483,975217852746.9124,976697915786.3225,279670615.7259203
2017-06-02,974688946560.0,974825326080.0,974961705600.0,975604842116.129,976505233238.7097,978563270090.3226,975087010524.6083,976568771668.6451,282676815.6122123
2017-06-03,974552567040.0,974688946560.0,974825326080.0,975476214812.9032,976376605935.4839,978434642787.0968,974955060842.7649,976439369143.742,286272574.9324919
2017-06-04,974416187520.0,974552567040.0,974688946560.0,975347587509.6774,976247978632.258,978306015483.871,974822003701.3826,976309708211.6129,289853346.99659747
2017-06-05,974279808000.0,974416187520.0,974552567040.0,975218960206.4517,976119351329.0322,978177388180.6451,974687839100.4608,976179788872.258,292828307.8551962
2017-06-06,974143428480.0,974279808000.0,974416187520.0,975090332903.2258,975990724025.8064,978048760877.4193,974552567040.0,976049611125.6775,294613435.22902286
2017-06-07,974007048960.0,974143428480.0,974279808000.0,974961705600.0,975862096722.5807,977920133574.1936,974416187520.0,975919174971.871,294613435.2289004
2017-06-08,973870669440.0,974007048960.0,974143428480.0,974825326080.0,975733469419.3549,977791506270.9678,974279808000.0,975788480410.8386,294613435.22877795
2017-06-09,973734289920.0,973870669440.0,974007048960.0,974688946560.0,975604842116.129,977662878967.742,974143428480.0,975657527442.5806,294613435.2286555
2017-06-10,973597910400.0,973734289920.0,973870669440.0,974552567040.0,975476214812.9032,977534251664.5161,974007048960.0,975526316067.0968,294613435.228533
2017-06-11,973461530880.0,973597910400.0,973734289920.0,974416187520.0,975347587509.6774,977405624361.2903,973870669440.0,975394846284.3871,294613435.2284106
2017-06-12,973325151360.0,973461530880.0,973597910400.0,974279808000.0,975218960206.4517,977276997058.0646,973734289920.0,975263118094.4515,294613435.2282882
2017-06-13,973188771840.0,973325151360.0,973461530880.0,974143428480.0,975090332903.2258,977148369754.8387,973597910400.0,975131131497.2904,294613435.2281657
2017-06-14,973052392320.0,973188771840.0,973325151360.0,974007048960.0,974961705600.0,977019742451.6129,973461530880.0,974998886492.9032,294613435.22804326
2017-06-15,972916012800.0,973052392320.0,973188771840.0,973870669440.0,974825326080.0,976891115148.3871,973325151360.0,974866383081.2904,294613435.22792083
2017-06-16,972779633280.0,972916012800.0,973052392320.0,973734289920.0,974688946560.0,976762487845.1613,973188771840.0,974733621262.4515,294613435.22779834
2017-06-17,972643253760.0,972779633280.0,972916012800.0,973597910400.0,974552567040.0,976633860541.9354,973052392320.0,974600601036.3871,294613435.2276759
2017-06-18,972506874240.0,972643253760.0,972779633280.0,973461530880.0,974416187520.0,976505233238.7097,972916012800.0,974467322403.0968,294613435.2275535
2017-06-19,972370494720.0,972506874240.0,972643253760.0,973325151360.0,974279808000.0,976376605935.4839,972779633280.0,974333785362.5806,294613435.227431
2017-06-20,972234115200.0,972370494720.0,972506874240.0,973188771840.0,974143428480.0,976247978632.258,972643253760.0,974199989914.8386,294613435.2273086
2017-06-21,972097735680.0,972234115200.0,972370494720.0,973052392320.0,974007048960.0,976119351329.0322,972506874240.0,974065936059.871,294613435.22718614
2017-06-22,971961356160.0,972097735680.0,972234115200.0,972916012800.0,973870669440.0,975990724025.8064,972370494720.0,973931623797.6775,294613435.22706366
2017-06-23,971824976640.0,971961356160.0,972097735680.0,972779633280.0,973734289920.0,975862096722.5807,972234115200.0,973797053128.258,294613435.2269412
2017-06-24,971688597120.0,971824976640.0,971961356160.0,972643253760.0,973597910400.0,975733469419.3549,972097735680.0,973662224051.6129,294613435.2268188
2017-06-25,971552217600.0,971688597120.0,971824976640.0,972506874240.0,973461530880.0,975604842116.129,971961356160.0,973527136567.742,294613435.2266963
2017-06-26,971415838080.0,971552217600.0,971688597120.0,972370494720.0,973325151360.0,975476214812.9032,971824976640.0,973391790676.6451,294613435.2265739
2017-06-27,971279458560.0,971415838080.0,971552217600.0,972234115200.0,973188771840.0,975347587509.6774,971688597120.0,973256186378.3225,294613435.22645146
2017-06-28,971143079040.0,971279458560.0,971415838080.0,972097735680.0,973052392320.0,975218960206.4517,971552217600.0,973120323672.7742,294613435.22632897
2017-06-29,971006699520.0,971143079040.0,971279458560.0,971961356160.0,972916012800.0,975090332903.2258,971415838080.0,972984202560.0,294613435.22620654
2017-06-30,970870320000.0,971006699520.0,971143079040.0,971824976640.0,972779633280.0,974961705600.0,971279458560.0,972847823040.0,294613435.2260841
2017-07-01,970742124696.7742,970870320000.0,971006699520.0,971688597120.0,972643253760.0,974825326080.0,971144248213.825,972711716327.2258,292729372.3431939
2017-07-02,970613929393.5483,970742124696.7742,970870320000.0,971552217600.0,972506874240.0,974688946560.0,971010207041.4746,972575882421.6775,289589563.7169117
2017-07-03,970485734090.3226,970613929393.5483,970742124696.7742,971415838080.0,972370494720.0,974552567040.0,970877335042.9493,972440321323.3549,285809742.5480851
2017-07-04,970357538787.0968,970485734090.3226,970613929393.5483,971279458560.0,972234115200.0,974416187520.0,970745632218.2489,972305033032.258,282013191.1828293
2017-07-05,970229343483.871,970357538787.0968,970485734090.3226,971143079040.0,972097735680.0,974279808000.0,970615098567.3733,972170017548.3871,278838508.5360804
2017-07-06,970101148180.6451,970229343483.871,970357538787.0968,971006699520.0,971961356160.0,974143428480.0,970485734090.3225,972035274871.742,276933506.3143839
2017-07-07,969972952877.4193,970101148180.6451,970229343483.871,970870320000.0,971824976640.0,974007048960.0,970357538787.0968,971900805002.3225,276933506.31441456
2017-07-08,969844757574.1936,969972952877.4193,970101148180.6451,970742124696.7742,971688597120.0,973870669440.0,970229343483.871,971766607940.129,276933506.31441456
2017-07-09,969716562270.9678,969844757574.1936,969972952877.4193,970613929393.5483,971552217600.0,973734289920.0,970101148180.6453,971632683685.1614,276933506.31441456
2017-07-10,969588366967.742,969716562270.9678,969844757574.1936,970485734090.3226,971415838080.0,973597910400.0,969972952877.4193,971499032237.4194,276933506.3143839
2017-07-11,969460171664.5161,969588366967.742,969716562270.9678,970357538787.0968,971279458560.0,973461530880.0,969844757574.1935,971365653596.9032,276933506.3143533
2017-07-12,969331976361.2903,969460171664.5161,969588366967.742,970229343483.871,971143079040.0,973325151360.0,969716562270.9677,971232547763.6129,276933506.3143227
2017-07-13,969203781058.0646,969331976361.2903,969460171664.5161,970101148180.6451,971006699520.0,973188771840.0,969588366967.742,971099714737.5485,276933506.31426144
2017-07-14,969075585754.8387,969203781058.0646,969331976361.2903,969972952877.4193,970870320000.0,973052392320.0,969460171664.516,970967154518.7096,276933506.3142002
2017-07-15,968947390451.6129,969075585754.8387,969203781058.0646,969844757574.1936,970742124696.7742,972916012800.0,969331976361.2903,970834867107.0968,276933506.31410843
2017-07-16,968819195148.3871,968947390451.6129,969075585754.8387,969716562270.9678,970613929393.5483,972779633280.0,969203781058.0645,970702852502.7096,276933506.3140166
2017-07-17,968690999845.1613,968819195148.3871,968947390451.6129,969588366967.742,970485734090.3226,972643253760.0,969075585754.8387,970571110705.5485,276933506.3139248
2017-07-18,968562804541.9354,968690999845.1613,968819195148.3871,969460171664.5161,970357538787.0968,972506874240.0,968947390451.6129,970439641715.6129,276933506.31383294
2017-07-19,968434609238.7097,968562804541.9354,968690999845.1613,969331976361.2903,970229343483.871,972370494720.0,968819195148.3871,970308445532.9032,276933506.3137105
2017-07-20,968306413935.4839,968434609238.7097,968562804541.9354,969203781058.0646,970101148180.6451,972234115200.0,968690999845.1613,970177522157.4194,276933506.31355745
2017-07-21,968178218632.258,968306413935.4839,968434609238.7097,969075585754.8387,969972952877.4193,972097735680.0,968562804541.9355,970046871589.1614,276933506.31340444
2017-07-22,968050023329.0322,968178218632.258,968306413935.4839,968947390451.6129,969844757574.1936,971961356160.0,968434609238.7097,969916493828.129,276933506.31325144
2017-07-23,967921828025.8064,968050023329.0322,968178218632.258,968819195148.3871,969716562270.9678,971824976640.0,968306413935.484,969786388874.3225,276933506.3130984
2017-07-24,967793632722.5807,967921828025.8064,968050023329.0322,968690999845.1613,969588366967.742,971688597120.0,968178218632.258,969656556727.742,276933506.31293124
2017-07-25,967665437419.3549,967793632722.5807,967921828025.8064,968562804541.9354,969460171664.5161,971552217600.0,968050023329.0323,969526997388.3871,276933506.3128088
2017-07-26,967537242116.129,967665437419.3549,967793632722.5807,968434609238.7097,969331976361.2903,971415838080.0,967921828025.8065,969397710856.258,276933506.31265575
2017-07-27,967409046812.9032,967537242116.129,967665437419.3549,968306413935.4839,969203781058.0646,971279458560.0,967793632722.5807,969268697131.3549,276933506.3125027
2017-07-28,967280851509.6774,967409046812.9032,967537242116.129,968178218632.258,969075585754.8387,971143079040.0,967665437419.3547,969139956213.6775,276933506.3123497
2017-07-29,967152656206.4517,967280851509.6774,967409046812.9032,968050023329.0322,968947390451.6129,971006699520.0,967537242116.129,969011488103.2258,276933506.3121825
2017-07-30,967024460903.2258,967152656206.4517,967280851509.6774,967921828025.8064,968819195148.3871,970870320000.0,967409046812.9032,968883292800.0,276933506.31206006
2017-07-31,966896265600.0,967024460903.2258,967152656206.4517,967793632722.5807,968690999845.1613,970742124696.7742,967280851509.6775,968755097496.7742,276933506.31190705
2017-08-01,966765260903.2258,966896265600.0,967024460903.2258,967665437419.3549,968562804541.9354,970613929393.5483,967152254864.516,968626808547.0968,277585023.9176823
2017-08-02,966634256206.4517,966765260903.2258,966896265600.0,967537242116.129,968434609238.7097,970485734090.3226,967023256877.4193,968498425950.9677,278670873.4172488
2017-08-03,966503251509.6774,966634256206.4517,966765260903.2258,967409046812.9032,968306413935.4839,970357538787.0968,966893857548.387,968369949708.3871,279972361.0847279
2017-08-04,966372246812.9032,966503251509.6774,966634256206.4517,967280851509.6774,968178218632.258,970229343483.871,966764056877.4193,968241379819.3549,281271835.252786
2017-08-05,966241242116.129,966372246812.9032,966503251509.6774,967152656206.4517,968050023329.0322,970101148180.6451,966633854864.516,968112716283.871,282353489.6746327
2017-08-06,966110237419.3549,966241242116.129,966372246812.9032,967024460903.2258,967921828025.8064,969972952877.4193,966503251509.6775,967983959101.9355,283002490.0134908
2017-08-07,965979232722.5807,966110237419.3549,966241242116.129,966896265600.0,967793632722.5807,969844757574.1936,966372246812.9032,967855108273.5485,283002490.0133378
2017-08-08,965848228025.8064,965979232722.5807,966110237419.3549,966765260903.2258,967665437419.3549,969716562270.9678,966241242116.129,967726163798.7096,283002490.01321536
2017-08-09,965717223329.0322,965848228025.8064,965979232722.5807,966634256206.4517,967537242116.129,969588366967.742,966110237419.3547,967597125677.4193,283002490.01309294
2017-08-10,965586218632.258,965717223329.0322,965848228025.8064,966503251509.6774,967409046812.9032,969460171664.5161,965979232722.5807,967467993909.6774,283002490.01300114
2017-08-11,965455213935.4839,965586218632.258,965717223329.0322,966372246812.9032,967280851509.6774,969331976361.2903,965848228025.8065,967338768495.4839,283002490.0129093
2017-08-12,965324209238.7097,965455213935.4839,965586218632.258,966241242116.129,967152656206.4517,969203781058.0646,965717223329.0323,967209449434.8386,283002490.0128175
2017-08-13,965193204541.9354,965324209238.7097,965455213935.4839,966110237419.3549,967024460903.2258,969075585754.8387,965586218632.258,967080036727.742,283002490.0127563
2017-08-14,965062199845.1613,965193204541.9354,965324209238.7097,965979232722.5807,966896265600.0,968947390451.6129,965455213935.484,966950530374.1936,283002490.0126951
2017-08-15,964931195148.3871,965062199845.1613,965193204541.9354,965848228025.8064,966765260903.2258,968819195148.3871,965324209238.7097,966820930374.1936,283002490.0126645
2017-08-16,964800190451.6129,964931195148.3871,965062199845.1613,965717223329.0322,966634256206.4517,968690999845.1613,965193204541.9355,966691236727.742,283002490.01263386
2017-08-17,964669185754.8387,964800190451.6129,964931195148.3871,965586218632.258,966503251509.6774,968562804541.9354,965062199845.1613,966561449434.8386,283002490.0126033
2017-08-18,964538181058.0646,964669185754.8387,964800190451.6129,965455213935.4839,966372246812.9032,968434609238.7097,964931195148.3871,966431568495.4839,283002490.01257265
2017-08-19,964407176361.2903,964538181058.0646,964669185754.8387,965324209238.7097,966241242116.129,968306413935.4839,964800190451.6129,966301593909.6774,283002490.01257265
2017-08-20,964276171664.5161,964407176361.2903,964538181058.0646,965193204541.9354,966110237419.3549,968178218632.258,964669185754.8387,966171525677.4193,283002490.0126033
2017-08-21,964145166967.742,964276171664.5161,964407176361.2903,965062199845.1613,965979232722.5807,968050023329.0322,964538181058.0645,966041363798.7096,283002490.01263386
2017-08-22,964014162270.9678,964145166967.742,964276171664.5161,964931195148.3871,965848228025.8064,967921828025.8064,964407176361.2903,965911108273.5485,283002490.0126645
2017-08-23,963883157574.1936,964014162270.9678,964145166967.742,964800190451.6129,965717223329.0322,967793632722.5807,964276171664.516,965780759101.9355,283002490.0126951
2017-08-24,963752152877.4193,963883157574.1936,964014162270.9678,964669185754.8387,965586218632.258,967665437419.3549,964145166967.742,965650316283.871,283002490.0127563
2017-08-25,963621148180.6451,963752152877.4193,963883157574.1936,964538181058.0646,965455213935.4839,967537242116.129,964014162270.9677,965519779819.3549,283002490.0128175
2017-08-26,963490143483.871,963621148180.6451,963752152877.4193,964407176361.2903,965324209238.7097,967409046812.9032,963883157574.1935,965389149708.3871,283002490.0129093
2017-08-27,963359138787.0968,963490143483.871,963621148180.6451,964276171664.5161,965193204541.9354,967280851509.6774,963752152877.4193,965258425950.9677,283002490.01300114
2017-08-28,963228134090.3226,963359138787.0968,963490143483.871,964145166967.742,965062199845.1613,967152656206.4517,963621148180.6453,965127608547.0968,283002490.01309294
2017-08-29,963097129393.5483,963228134090.3226,963359138787.0968,964014162270.9678,964931195148.3871,967024460903.2258,963490143483.871,964996697496.7742,283002490.01321536
2017-08-30,962966124696.7742,963097129393.5483,963228134090.3226,963883157574.1936,964800190451.6129,966896265600.0,963359138787.0968,964865692800.0,283002490.0133378
2017-08-31,962835120000.0,962966124696.7742,963097129393.5483,963752152877.4193,964669185754.8387,966765260903.2258,963228134090.3225,964734688103.2258,283002490.0134908
2017-09-01,962702896320.0,962835120000.0,962966124696.7742,963621148180.6451,964538181058.0646,966634256206.4517,963096955253.0876,964603642773.6775,283284863.9728005
2017-09-02,962570672640.0,962702896320.0,962835120000.0,963490143483.871,964407176361.2903,966503251509.6774,962965602275.3917,964472556811.3549,283755486.20292723
2017-09-03,962438448960.0,962570672640.0,962702896320.0,963359138787.0968,964276171664.5161,966372246812.9032,962834075157.2351,964341430216.258,284319951.20261025
2017-09-04,962306225280.0,962438448960.0,962570672640.0,963228134090.3226,964145166967.742,966241242116.129,962702373898.6174,964210262988.3871,284884042.905269
2017-09-05,962174001600.0,962306225280.0,962438448960.0,963097129393.5483,964014162270.9678,966110237419.3549,962570498499.5392,964079055127.742,285353887.42357063
2017-09-06,962041777920.0,962174001600.0,962306225280.0,962966124696.7742,963883157574.1936,965979232722.5807,962438448960.0,963947806634.3225,285635794.748298
2017-09-07,961909554240.0,962041777920.0,962174001600.0,962835120000.0,963752152877.4193,965848228025.8064,962306225280.0,963816517508.129,285635794.7484204
